Exp or Imp,Year,HS,Country,Unit1,Unit2,Quantity1-Year,Quantity2-Year,Value-Year,Quantity1-Jan,Quantity2-Jan,Value-Jan,Quantity1-Feb,Quantity2-Feb,Value-Feb,Quantity1-Mar,Quantity2-Mar,Value-Mar,Quantity1-Apr,Quantity2-Apr,Value-Apr,Quantity1-May,Quantity2-May,Value-May,Quantity1-Jun,Quantity2-Jun,Value-Jun,Quantity1-Jul,Quantity2-Jul,Value-Jul,Quantity1-Aug,Quantity2-Aug,Value-Aug,Quantity1-Sep,Quantity2-Sep,Value-Sep,Quantity1-Oct,Quantity2-Oct,Value-Oct,Quantity1-Nov,Quantity2-Nov,Value-Nov,Quantity1-Dec,Quantity2-Dec,Value-Dec
1,2023,'870210920',113,  ,NO,0,1,3568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2023,'870210920',116,  ,NO,0,226,506201,0,1,1944,0,25,51587,0,35,71434,0,37,74876,0,18,40793,0,10,27175,0,11,24478,0,18,41767,0,23,50332,0,19,44252,0,15,46581,0,14,30982
1,2023,'870210920',117,  ,NO,0,18523,45698584,0,1132,2489495,0,1524,3319076,0,1485,3397572,0,1818,4162532,0,736,1652276,0,1231,3129876,0,1333,3289721,0,1656,4210863,0,1772,4558996,0,1635,4262709,0,1973,5327472,0,2228,5897996
1,2023,'870210920',118,  ,NO,0,5206,15324950,0,261,678799,0,220,572775,0,653,1755855,0,504,1347034,0,286,805817,0,351,1023448,0,343,1034170,0,549,1672791,0,422,1336036,0,540,1706407,0,894,2808414,0,183,583404
1,2023,'870210920',120,  ,NO,0,27,69136,0,2,4732,0,5,11780,0,3,7068,0,2,4712,0,0,0,0,0,0,0,2,4712,0,2,4722,0,0,0,0,2,4290,0,7,22408,0,2,4712
1,2023,'870210920',121,  ,NO,0,672,2090221,0,19,63009,0,47,154656,0,60,194712,0,67,197241,0,68,204663,0,43,127958,0,53,158899,0,24,70175,0,24,71433,0,64,193292,0,63,231302,0,140,422881
1,2023,'870210920',124,  ,NO,0,125,350221,0,0,0,0,1,2115,0,4,9482,0,1,3732,0,30,88135,0,0,0,0,0,0,0,0,0,0,56,156082,0,18,47882,0,2,5650,0,13,37143
1,2023,'870210920',125,  ,NO,0,3,6855,0,0,0,0,0,0,0,1,2263,0,0,0,0,0,0,0,1,2301,0,1,2291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2023,'870210920',126,  ,NO,0,8,34030,0,0,0,0,0,0,0,1,4190,0,0,0,0,0,0,0,0,0,0,0,0,0,6,25140,0,0,0,0,0,0,0,1,4700,0,0,0
1,2023,'870210920',127,  ,NO,0,244,757056,0,44,169087,0,100,220007,0,0,0,0,22,85513,0,15,47759,0,15,47759,0,0,0,0,0,0,0,20,78117,0,16,62005,0,0,0,0,12,46809
1,2023,'870210920',131,  ,NO,0,50,114110,0,0,0,0,0,0,0,0,0,0,5,10998,0,0,0,0,0,0,0,10,22914,0,0,0,0,0,0,0,14,32079,0,11,25205,0,10,22914
1,2023,'870210920',132,  ,NO,0,3,12544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12544,0,0,0
1,2023,'870210920',134,  ,NO,0,182,580742,0,0,0,0,0,0,0,4,18597,0,6,26910,0,0,0,0,0,0,0,0,0,0,0,0,0,112,347708,0,60,187527,0,0,0,0,0,0
1,2023,'870210920',135,  ,NO,0,475,1864596,0,34,130388,0,36,137364,0,64,229983,0,58,242729,0,32,131624,0,49,196609,0,39,142601,0,35,134720,0,57,209738,0,27,112021,0,27,120729,0,17,76090
1,2023,'870210920',137,  ,NO,0,3052,9566601,0,325,1106668,0,277,868479,0,275,754596,0,269,758229,0,145,407413,0,285,730694,0,431,1222892,0,205,614001,0,303,885386,0,185,651214,0,132,585255,0,220,981774
1,2023,'870210920',138,  ,NO,0,1085,4399543,0,98,394731,0,107,433233,0,113,462016,0,100,407870,0,110,460323,0,97,366251,0,89,345351,0,67,274430,0,77,306937,0,46,186512,0,99,410246,0,82,351643
1,2023,'870210920',140,  ,NO,0,242,1041679,0,104,456063,0,36,152489,0,26,115227,0,4,17727,0,0,0,0,0,0,0,5,14860,0,5,15008,0,12,46548,0,18,79550,0,15,67483,0,17,76724
1,2023,'870210920',141,  ,NO,0,1028,3777249,0,104,387921,0,110,406975,0,122,436886,0,56,196968,0,35,108217,0,84,282906,0,96,329734,0,59,223819,0,77,275821,0,78,295114,0,98,393391,0,109,439497
1,2023,'870210920',144,  ,NO,0,1010,3055225,0,137,437238,0,135,392859,0,123,387975,0,80,267232,0,74,210934,0,96,310263,0,41,116380,0,57,190542,0,48,144312,0,70,190208,0,126,345190,0,23,62092
1,2023,'870210920',146,  ,NO,0,255,1012280,0,14,56257,0,18,72331,0,21,82431,0,29,99515,0,24,99906,0,16,62179,0,18,69951,0,14,54707,0,15,59868,0,22,94810,0,20,71321,0,44,189004
1,2023,'870210920',147,  ,NO,0,5501,16487687,0,451,1125627,0,837,2166664,0,627,1979332,0,495,1396760,0,332,1107829,0,453,1210508,0,426,1361148,0,399,1192031,0,281,983143,0,322,1123721,0,349,1081528,0,529,1759396
1,2023,'870210920',149,  ,NO,0,96,347606,0,4,16188,0,6,20584,0,5,19170,0,7,27330,0,12,44732,0,8,27542,0,11,38122,0,12,40301,0,11,36755,0,12,44467,0,6,24229,0,2,8186
1,2023,'870210920',153,  ,NO,0,42,176187,0,0,0,0,0,0,0,2,8908,0,7,28252,0,1,3932,0,0,0,0,10,42284,0,5,21242,0,6,22631,0,6,26548,0,5,22390,0,0,0
1,2023,'870210920',154,  ,NO,0,2,5362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2023,'870210920',156,  ,NO,0,1250,11567345,0,0,0,0,0,0,0,0,0,0,88,640374,0,205,1776913,0,176,1700007,0,275,2580777,0,207,1859728,0,175,1702206,0,124,1307340,0,0,0,0,0,0
1,2023,'870210920',157,  ,NO,0,2,11091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11091,0,0,0,0,0,0,0,0,0
1,2023,'870210920',207,  ,NO,0,6,16089,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2023,'870210920',208,  ,NO,0,70,199050,0,0,0,0,0,0,0,20,56283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,135080,0,0,0,0,0,0,0,2,7687
1,2023,'870210920',210,  ,NO,0,2006,5039149,0,70,161768,0,0,0,0,65,145180,0,239,595673,0,169,426743,0,148,370332,0,112,301771,0,96,248539,0,366,928256,0,291,729066,0,260,646337,0,190,485484
1,2023,'870210920',219,  ,NO,0,3539,9147288,0,232,575933,0,191,487928,0,372,947879,0,231,588464,0,218,555510,0,410,1041426,0,467,1183255,0,229,576646,0,376,986601,0,315,857172,0,285,777022,0,213,569452
1,2023,'870210920',220,  ,NO,0,2,7800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3900,0,1,3900,0,0,0,0,0,0,0,0,0
1,2023,'870210920',238,  ,NO,0,20,120000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,120000,0,0,0,0,0,0,0,0,0,0,0,0
1,2023,'870210920',306,  ,NO,0,1699,5041470,0,62,175088,0,115,319210,0,164,458361,0,206,538549,0,95,255971,0,155,456842,0,147,417472,0,138,418763,0,170,544798,0,201,622323,0,155,507929,0,91,326164
1,2023,'870210920',307,  ,NO,0,423,1750147,0,35,137408,0,23,85735,0,55,242962,0,41,138671,0,27,107003,0,46,183124,0,20,104630,0,32,133276,0,33,138193,0,20,84035,0,59,246505,0,32,148605
1,2023,'870210920',308,  ,NO,0,45,195509,0,4,15581,0,5,18897,0,7,26297,0,2,7212,0,2,8471,0,3,12282,0,5,19706,0,5,21799,0,2,11815,0,3,16372,0,6,30083,0,1,6994
1,2023,'870210920',309,  ,NO,0,790,2942372,0,53,183389,0,69,236152,0,124,427922,0,54,183852,0,24,92974,0,70,256176,0,48,186815,0,58,220599,0,75,289653,0,31,128538,0,122,484109,0,62,252193
1,2023,'870210920',310,  ,NO,0,320,1355506,0,13,54779,0,28,106776,0,47,185348,0,22,81406,0,21,78665,0,16,63959,0,13,55912,0,24,99034,0,24,104149,0,30,130164,0,30,154321,0,52,240993
1,2023,'870210920',311,  ,NO,0,753,3020697,0,20,72008,0,38,149068,0,118,410533,0,51,184190,0,36,138745,0,39,143427,0,50,206969,0,73,306090,0,78,316872,0,46,228282,0,92,393900,0,112,470613
1,2023,'870210920',312,  ,NO,0,356,1358192,0,13,56693,0,8,39593,0,28,119679,0,27,97972,0,31,108771,0,25,96427,0,25,100683,0,26,95681,0,43,159972,0,35,139433,0,43,161593,0,52,181695
1,2023,'870210920',314,  ,NO,0,2,13047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5274,0,0,0,0,1,7773,0,0,0
1,2023,'870210920',315,  ,NO,0,33,175965,0,1,3593,0,1,4139,0,2,8018,0,3,11938,0,2,10260,0,6,30315,0,1,6694,0,3,15532,0,3,21114,0,2,14309,0,3,16386,0,6,33667
1,2023,'870210920',316,  ,NO,0,220,1178046,0,13,63007,0,26,128039,0,18,85734,0,12,62237,0,0,0,0,11,48525,0,18,94644,0,16,83375,0,10,56689,0,24,152708,0,31,182090,0,41,220998
1,2023,'870210920',319,  ,NO,0,42,220693,0,7,28900,0,2,10676,0,1,4756,0,1,4801,0,2,11348,0,1,5072,0,1,5085,0,2,10367,0,6,33806,0,2,10807,0,11,63654,0,6,31421
1,2023,'870210920',320,  ,NO,0,32,157393,0,1,3926,0,0,0,0,7,33310,0,0,0,0,1,6617,0,6,25467,0,2,10174,0,6,30522,0,1,7265,0,3,16766,0,3,14238,0,2,9108
1,2023,'870210920',321,  ,NO,0,7,35015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,35015,0,0,0,0,0,0
1,2023,'870210920',322,  ,NO,0,32,118668,0,1,3992,0,8,18895,0,0,0,0,8,31474,0,0,0,0,0,0,0,10,41107,0,3,14847,0,0,0,0,0,0,0,2,8353,0,0,0
1,2023,'870210920',323,  ,NO,0,666,3098863,0,34,143100,0,44,200921,0,42,183555,0,35,158395,0,48,206465,0,60,271821,0,36,178547,0,54,254851,0,64,295799,0,58,294165,0,88,446213,0,103,465031
1,2023,'870210920',324,  ,NO,0,14,55447,0,0,0,0,0,0,0,2,7458,0,2,7368,0,0,0,0,0,0,0,0,0,0,4,15314,0,1,4147,0,0,0,0,0,0,0,5,21160
1,2023,'870210920',326,  ,NO,0,97,428432,0,3,11682,0,9,35637,0,5,20822,0,8,32319,0,2,8385,0,5,20181,0,3,12094,0,10,44033,0,22,114347,0,11,47227,0,5,21587,0,14,60118
1,2023,'870210920',328,  ,NO,0,20,90610,0,4,15532,0,2,7745,0,1,4003,0,1,4155,0,1,4114,0,1,4380,0,1,4402,0,2,8972,0,2,14141,0,2,9374,0,1,4734,0,2,9058
1,2023,'870210920',329,  ,NO,0,22,80403,0,3,10187,0,2,6343,0,2,9860,0,1,3337,0,3,10669,0,1,3467,0,1,3476,0,2,7100,0,0,0,0,2,7527,0,0,0,0,5,18437
1,2023,'870210920',330,  ,NO,0,44,208392,0,5,23162,0,2,7822,0,3,12060,0,3,12010,0,3,11809,0,0,0,0,4,17261,0,0,0,0,4,19104,0,12,61814,0,3,20901,0,5,22449
1,2023,'870210920',331,  ,NO,0,22,96240,0,3,10426,0,0,0,0,6,23075,0,1,3986,0,0,0,0,4,19133,0,1,6693,0,1,4252,0,1,4376,0,2,8812,0,0,0,0,3,15487
1,2023,'870210920',333,  ,NO,0,8,32968,0,0,0,0,0,0,0,1,3934,0,0,0,0,0,0,0,7,29034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2023,'870210920',335,  ,NO,0,6,33673,0,0,0,0,0,0,0,1,6722,0,0,0,0,0,0,0,0,0,0,1,4637,0,0,0,0,1,4875,0,3,17439,0,0,0,0,0,0
1,2023,'870210920',336,  ,NO,0,9,49803,0,1,3745,0,0,0,0,2,7652,0,0,0,0,0,0,0,2,12254,0,0,0,0,1,4737,0,0,0,0,0,0,0,3,21415,0,0,0
1,2023,'870210920',401,  ,NO,0,1,7600,0,1,7600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2023,'870210920',403,  ,NO,0,7,31326,0,0,0,0,0,0,0,4,15241,0,0,0,0,0,0,0,2,7979,0,1,8106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2023,'870210920',404,  ,NO,0,6,37642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,33340
1,2023,'870210920',407,  ,NO,0,1322,5010328,0,103,335976,0,93,297955,0,175,641508,0,120,456157,0,42,146207,0,99,394602,0,67,249488,0,78,294019,0,84,327132,0,43,187071,0,210,859116,0,208,821097
1,2023,'870210920',409,  ,NO,0,67,327234,0,2,6648,0,1,2999,0,4,20366,0,9,39957,0,0,0,0,1,3307,0,28,144035,0,4,21079,0,2,7552,0,5,26349,0,11,54942,0,0,0
1,2023,'870210920',411,  ,NO,0,9,28471,0,0,0,0,2,6140,0,3,9536,0,2,6356,0,2,6439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2023,'870210920',413,  ,NO,0,487,2041001,0,26,102353,0,54,197668,0,55,211167,0,42,162347,0,12,44012,0,18,72677,0,40,169691,0,49,191293,0,57,252054,0,29,133170,0,68,331574,0,37,172995
1,2023,'870210920',504,  ,NO,0,213,637725,0,8,29147,0,3,8377,0,5,18727,0,74,185190,0,37,118530,0,15,49811,0,9,30636,0,17,58701,0,12,49591,0,23,58983,0,7,16698,0,3,13334
1,2023,'870210920',505,  ,NO,0,20,104441,0,0,0,0,0,0,0,16,83343,0,1,5101,0,0,0,0,0,0,0,2,10656,0,0,0,0,0,0,0,1,5341,0,0,0,0,0,0
1,2023,'870210920',506,  ,NO,0,1956,4758280,0,0,0,0,20,84155,0,199,522733,0,575,1319225,0,0,0,0,138,342727,0,0,0,0,0,0,0,126,307320,0,383,927506,0,240,573914,0,275,680700
1,2023,'870210920',507,  ,NO,0,314,634952,0,44,84327,0,38,77985,0,42,88289,0,81,152539,0,0,0,0,0,0,0,0,0,0,35,69513,0,5,8174,0,31,68672,0,25,57546,0,13,27907
1,2023,'870210920',510,  ,NO,0,19,91451,0,0,0,0,0,0,0,0,0,0,5,25826,0,0,0,0,0,0,0,0,0,0,2,10723,0,0,0,0,0,0,0,4,12007,0,8,42895
1,2023,'870210920',511,  ,NO,0,1,4086,0,1,4086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2023,'870210920',516,  ,NO,0,23,107500,0,7,32962,0,0,0,0,0,0,0,0,0,0,7,32962,0,0,0,0,0,0,0,7,31829,0,0,0,0,2,9747,0,0,0,0,0,0
1,2023,'870210920',517,  ,NO,0,148,392913,0,16,40950,0,7,21152,0,9,23720,0,10,27774,0,17,47819,0,13,32707,0,12,26844,0,8,17936,0,10,27154,0,23,59333,0,17,46191,0,6,21333
1,2023,'870210920',519,  ,NO,0,2,5196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5196
1,2023,'870210920',520,  ,NO,0,25,63037,0,25,63037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2023,'870210920',521,  ,NO,0,2,5528,0,2,5528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2023,'870210920',522,  ,NO,0,113,282311,0,8,20413,0,10,23577,0,6,13828,0,8,18934,0,4,8855,0,13,28681,0,9,22515,0,10,26090,0,8,19918,0,18,45005,0,11,29256,0,8,25239
1,2023,'870210920',524,  ,NO,0,57,187345,0,1,3735,0,1,3735,0,3,7597,0,1,3735,0,1,1931,0,1,3735,0,13,37364,0,10,27238,0,4,14122,0,6,18272,0,8,32802,0,8,33079
1,2023,'870210920',525,  ,NO,0,44,125734,0,0,0,0,0,0,0,0,0,0,19,54423,0,20,57293,0,0,0,0,2,5013,0,0,0,0,0,0,0,0,0,0,3,9005,0,0,0
1,2023,'870210920',527,  ,NO,0,26,134120,0,1,2587,0,0,0,0,3,16076,0,2,10317,0,0,0,0,10,51588,0,0,0,0,0,0,0,0,0,0,0,0,0,7,37487,0,3,16065
1,2023,'870210920',528,  ,NO,0,1,2835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2023,'870210920',529,  ,NO,0,53,130447,0,19,46764,0,0,0,0,0,0,0,0,0,0,34,83683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2023,'870210920',531,  ,NO,0,215,674277,0,7,21969,0,29,87052,0,25,81149,0,8,29237,0,43,179305,0,26,59816,0,40,125727,0,9,21631,0,22,53762,0,4,8466,0,0,0,0,2,6163
1,2023,'870210920',532,  ,NO,0,1,5541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5541,0,0,0,0,0,0,0,0,0
1,2023,'870210920',533,  ,NO,0,3,8561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2844,0,1,2842,0,1,2875
1,2023,'870210920',534,  ,NO,0,3,7947,0,0,0,0,2,5309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2638,0,0,0,0,0,0,0,0,0
1,2023,'870210920',535,  ,NO,0,4,10252,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2023,'870210920',538,  ,NO,0,181,537267,0,0,0,0,6,16585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,57120,0,21,61347,0,86,253562,0,0,0,0,50,148653
1,2023,'870210920',539,  ,NO,0,6,16934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16934,0,0,0,0,0,0,0,0,0,0,0,0
1,2023,'870210920',540,  ,NO,0,16,41360,0,0,0,0,0,0,0,1,2681,0,12,30633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8046
1,2023,'870210920',541,  ,NO,0,30,78015,0,0,0,0,2,5363,0,0,0,0,0,0,0,16,43457,0,0,0,0,1,2675,0,1,2634,0,3,7116,0,2,4744,0,0,0,0,5,12026
1,2023,'870210920',542,  ,NO,0,21,55453,0,3,7195,0,2,8889,0,3,7194,0,3,7195,0,0,0,0,0,0,0,1,2713,0,1,2448,0,3,7577,0,0,0,0,0,0,0,5,12242
1,2023,'870210920',543,  ,NO,0,62,166987,0,0,0,0,24,58221,0,6,15315,0,3,8072,0,1,4996,0,0,0,0,2,5292,0,2,5293,0,17,44996,0,0,0,0,3,8526,0,4,16276
1,2023,'870210920',544,  ,NO,0,47,123553,0,3,9502,0,1,2399,0,0,0,0,2,3835,0,2,4798,0,3,7502,0,5,16971,0,12,29375,0,12,29385,0,0,0,0,6,15135,0,1,4651
1,2023,'870210920',545,  ,NO,0,23,60510,0,4,9550,0,2,4775,0,2,4774,0,2,4775,0,0,0,0,4,9752,0,4,9960,0,1,2438,0,0,0,0,0,0,0,1,2673,0,3,11813
1,2023,'870210920',546,  ,NO,0,17,49856,0,0,0,0,4,10759,0,0,0,0,0,0,0,2,9391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,29706,0,0,0
1,2023,'870210920',547,  ,NO,0,392,942398,0,20,50088,0,27,69531,0,41,92447,0,45,94345,0,29,63989,0,34,79668,0,38,98422,0,51,123032,0,32,85284,0,25,65292,0,31,71585,0,19,48715
1,2023,'870210920',549,  ,NO,0,2,5556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2850
1,2023,'870210920',551,  ,NO,0,1715,5911173,0,163,540741,0,161,506432,0,133,465131,0,113,377590,0,73,259471,0,149,508285,0,193,635514,0,163,554825,0,160,589353,0,156,558842,0,148,541401,0,103,373588
1,2023,'870210920',553,  ,NO,0,1,2496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2496,0,0,0,0,0,0,0,0,0
1,2023,'870210920',554,  ,NO,0,3,11546,0,0,0,0,1,3420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2605,0,0,0,0,0,0,0,0,0,0,1,5521
1,2023,'870210920',560,  ,NO,0,326,926671,0,18,48136,0,14,35763,0,25,67142,0,77,216852,0,19,51248,0,13,36091,0,39,112638,0,24,68169,0,22,66500,0,26,78311,0,20,59920,0,29,85901
1,2023,'870210920',601,  ,NO,0,3075,16429208,0,146,858379,0,210,1061320,0,645,2988221,0,296,1403783,0,256,1390813,0,282,1476662,0,268,1494509,0,148,761667,0,273,1632203,0,236,1440166,0,153,997088,0,162,924397
1,2023,'870210920',602,  ,NO,0,3088,8885823,0,164,484840,0,224,627133,0,271,779351,0,330,847450,0,266,761395,0,358,952327,0,289,852761,0,147,428895,0,333,951715,0,287,899866,0,213,679100,0,206,620990
1,2023,'870210920',606,  ,NO,0,433,1394503,0,24,63647,0,73,193075,0,41,135326,0,9,40665,0,13,46161,0,23,83829,0,41,149065,0,19,52774,0,30,83652,0,10,29832,0,19,70300,0,131,446177
1,2023,'870210920',607,  ,NO,0,7,14508,0,0,0,0,0,0,0,2,4179,0,0,0,0,0,0,0,1,1783,0,0,0,0,0,0,0,2,4178,0,1,2512,0,1,1856,0,0,0
1,2023,'870210920',610,  ,NO,0,69,176825,0,1,3610,0,10,30630,0,9,22388,0,7,15081,0,2,4660,0,3,8098,0,5,10836,0,0,0,0,7,16858,0,11,29309,0,8,20092,0,6,15263
1,2023,'870210920',611,  ,NO,0,185,390891,0,0,0,0,12,30561,0,8,15628,0,45,85444,0,24,46096,0,9,20906,0,20,41068,0,5,10071,0,13,30055,0,14,27738,0,15,33843,0,20,49481
1,2023,'870210920',612,  ,NO,0,195,619403,0,22,56993,0,24,66202,0,56,190921,0,10,32504,0,2,8417,0,8,28726,0,6,19231,0,1,3300,0,7,25193,0,11,33994,0,16,50932,0,32,102990
1,2023,'870210920',613,  ,NO,0,61,193078,0,0,0,0,11,34648,0,7,22500,0,5,17302,0,2,6068,0,1,3299,0,6,17143,0,3,10400,0,8,26352,0,11,32808,0,5,18024,0,2,4534
1,2023,'870210920',614,  ,NO,0,17,46776,0,0,0,0,0,0,0,0,0,0,1,2449,0,2,5327,0,3,7776,0,2,6440,0,1,2449,0,4,10996,0,3,8890,0,0,0,0,1,2449
1,2023,'870210920',615,  ,NO,0,2,6471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3242,0,0,0,0,1,3229,0,0,0
1,2023,'870210920',618,  ,NO,0,14,35412,0,0,0,0,2,5136,0,2,4865,0,6,15410,0,2,4865,0,0,0,0,2,5136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2023,'870210920',619,  ,NO,0,8,18901,0,1,2402,0,2,4814,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2402,0,0,0,0,0,0,0,1,2460,0,1,2553,0,2,4270
1,2023,'870210920',628,  ,NO,0,8,29008,0,0,0,0,0,0,0,0,0,0,2,8318,0,0,0,0,0,0,0,1,3627,0,0,0,0,1,3275,0,3,10496,0,1,3292,0,0,0
1,2023,'870220100',316,  ,NO,0,1,2370,0,0,0,0,0,0,0,0,0,0,1,2370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2023,'870220100',601,  ,NO,0,1,1269,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2023,'870230100',107,  ,NO,0,1,901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2023,'870230100',111,  ,NO,0,8,6330,0,0,0,0,6,4590,0,2,1740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2023,'870230100',124,  ,NO,0,2,3198,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2023,'870230100',147,  ,NO,0,3,2698,0,0,0,0,0,0,0,0,0,0,0,0,0,1,494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,487,0,1,1717
1,2023,'870230100',403,  ,NO,0,1,632,0,0,0,0,0,0,0,1,632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2023,'870230100',404,  ,NO,0,1,755,0,0,0,0,1,755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2023,'870230100',409,  ,NO,0,2,834,0,1,388,0,0,0,0,1,446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2023,'870230100',524,  ,NO,0,1,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,400,0,0,0,0,0,0
1,2023,'870230100',543,  ,NO,0,1,1190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2023,'870230100',551,  ,NO,0,2,1716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1716,0,0,0,0,0,0,0,0,0,0,0,0
1,2023,'870230100',552,  ,NO,0,5,3639,0,0,0,0,0,0,0,2,1378,0,0,0,0,3,2261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2023,'870230100',610,  ,NO,0,1,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,900,0,0,0
1,2023,'870240900',304,  ,NO,0,1,168875,0,1,168875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2023,'870290100',551,  ,ST,0,1870,2881658,0,125,164951,0,220,293202,0,220,298717,0,175,255398,0,170,268380,0,170,271105,0,150,249365,0,160,267058,0,165,278274,0,140,235610,0,65,110979,0,110,188619
1,2023,'870290910',107,  ,NO,0,175,181399,0,5,5217,0,11,8753,0,19,19884,0,21,21751,0,20,18593,0,19,20315,0,13,14029,0,11,13101,0,6,6615,0,14,13082,0,16,20671,0,20,19388
