year,iso3_o,iso3_d,tradeflow_baci,pair
2019,ABW,AFG,440.339,1
2019,ABW,AGO,10.039,2
2019,ABW,ARE,863.826,3
2019,ABW,ARG,.003,4
2019,ABW,ATG,2.039,5
2019,ABW,AUT,175.861,6
2019,ABW,BEL,282.351,7
2019,ABW,BHR,3.825,8
2019,ABW,BMU,8.5,9
2019,ABW,BRB,31.411,10
2019,ABW,CAN,791.066,11
2019,ABW,CHE,804.634,12
2019,ABW,CHN,53.923,13
2019,ABW,COL,812.836,14
2019,ABW,CRI,1.411,15
2019,ABW,CUW,1535.961,16
2019,ABW,CZE,5.903,17
2019,ABW,DEU,120.342,18
2019,ABW,DNK,.529,19
2019,ABW,DOM,11986.931,20
2019,ABW,ECU,50.862,21
2019,ABW,ESP,51.063,22
2019,ABW,FIN,.013,23
2019,ABW,FRA,85.014,24
2019,ABW,GBR,70.27500000000001,25
2019,ABW,GHA,48.87,26
2019,ABW,GRC,3.395,27
2019,ABW,GRD,2.77,28
2019,ABW,GUY,397.178,29
2019,ABW,HKG,293.839,30
2019,ABW,HND,156.422,31
2019,ABW,IDN,62.951,32
2019,ABW,IND,353.674,33
2019,ABW,IRL,.8210000000000001,34
2019,ABW,ITA,183.818,35
2019,ABW,JAM,51.046,36
2019,ABW,JOR,4787.872,37
2019,ABW,KOR,.97,38
2019,ABW,KWT,128.267,39
2019,ABW,LBN,11.386,40
2019,ABW,LCA,2.087,41
2019,ABW,LKA,.105,42
2019,ABW,LUX,184.005,43
2019,ABW,MEX,671.948,44
2019,ABW,MNE,.107,45
2019,ABW,MNG,.088,46
2019,ABW,MOZ,26.755,47
2019,ABW,MUS,6.008,48
2019,ABW,MYS,45462.91,49
2019,ABW,NGA,1.024,50
2019,ABW,NLD,5173.12,51
2019,ABW,NOR,24.967,52
2019,ABW,NPL,.666,53
2019,ABW,NZL,.891,54
2019,ABW,PAK,212.753,55
2019,ABW,PAN,9.159000000000001,56
2019,ABW,PER,25.564,57
2019,ABW,PHL,.156,58
2019,ABW,POL,.528,59
2019,ABW,PRT,1.398,60
2019,ABW,PYF,.14,61
2019,ABW,RUS,.526,62
2019,ABW,RWA,.074,63
2019,ABW,SAU,272.516,64
2019,ABW,SGP,49.778,65
2019,ABW,SLV,4.291,66
2019,ABW,SUR,324.568,67
2019,ABW,SVK,7.589,68
2019,ABW,SVN,59.833,69
2019,ABW,SWE,48.388,70
2019,ABW,SYC,1.365,71
2019,ABW,THA,1552.324,72
2019,ABW,TWN,542.05,73
2019,ABW,USA,10126.691,74
2019,ABW,VCT,7.007000000000001,75
2019,ABW,VEN,3961.022,76
2019,ABW,YEM,256.181,77
2019,ABW,ZAF,33.086,78
2019,AFG,AGO,2.716,79
2019,AFG,ARE,1014691.013,80
2019,AFG,ARG,26.642,81
2019,AFG,ARM,4.958,82
2019,AFG,ATG,.483,83
2019,AFG,AUS,1983.319,84
2019,AFG,AUT,1515.439,85
2019,AFG,AZE,107.525,86
2019,AFG,BEL,3235.012,87
2019,AFG,BFA,9.741,88
2019,AFG,BGD,312.758,89
2019,AFG,BGR,108.474,90
2019,AFG,BHR,680.625,91
2019,AFG,BIH,2.67,92
2019,AFG,BLR,51.984,93
2019,AFG,BOL,4.662,94
2019,AFG,BRA,467.425,95
2019,AFG,BRB,7.053,96
2019,AFG,BRN,1.964,97
2019,AFG,BWA,.521,98
2019,AFG,CAF,136.219,99
2019,AFG,CAN,3788.847,100
2019,AFG,CHE,2251.246,101
2019,AFG,CHL,1.486,102
2019,AFG,CHN,37857.276,103
2019,AFG,CIV,30.013,104
2019,AFG,COD,109.757,105
2019,AFG,COG,1.054,106
2019,AFG,COL,55.382,107
2019,AFG,COM,.5630000000000001,108
2019,AFG,CRI,11.03,109
2019,AFG,CYP,621.802,110
2019,AFG,CZE,236.177,111
2019,AFG,DEU,20437.107,112
2019,AFG,DNK,15568.684,113
2019,AFG,DOM,126.481,114
2019,AFG,ECU,43.834,115
2019,AFG,EGY,1008.176,116
2019,AFG,ESP,1787.764,117
2019,AFG,EST,6.258,118
2019,AFG,ETH,23.69,119
2019,AFG,FIN,1731.755,120
2019,AFG,FJI,1.614,121
2019,AFG,FRA,5488.491,122
2019,AFG,GBR,5115.322,123
2019,AFG,GEO,52.593,124
2019,AFG,GHA,85.72800000000001,125
2019,AFG,GRC,1016.76,126
2019,AFG,GRD,.263,127
2019,AFG,GTM,165.26,128
2019,AFG,HKG,280.246,129
2019,AFG,HND,4.517,130
2019,AFG,HRV,.028,131
2019,AFG,HUN,255.528,132
2019,AFG,IDN,346.25,133
2019,AFG,IND,608039.0160000001,134
2019,AFG,IRL,537.1080000000001,135
2019,AFG,IRN,14808.362,136
2019,AFG,IRQ,14227.057,137
2019,AFG,ISL,8.746,138
2019,AFG,ISR,258.456,139
2019,AFG,ITA,4154.23,140
2019,AFG,JAM,311.787,141
2019,AFG,JOR,10757.1,142
2019,AFG,JPN,809.626,143
2019,AFG,KAZ,3032.952,144
2019,AFG,KEN,26.143,145
2019,AFG,KGZ,199.793,146
2019,AFG,KHM,45.694,147
2019,AFG,KOR,87.36,148
2019,AFG,KWT,587.905,149
2019,AFG,LBN,1949.61,150
2019,AFG,LCA,.5580000000000001,151
2019,AFG,LKA,71.65900000000001,152
2019,AFG,LTU,6.984,153
2019,AFG,LUX,24.366,154
2019,AFG,LVA,.222,155
2019,AFG,MAR,479.916,156
2019,AFG,MDG,.9390000000000001,157
2019,AFG,MDV,96.368,158
2019,AFG,MEX,1758.429,159
2019,AFG,MKD,.199,160
2019,AFG,MLI,97.32600000000001,161
2019,AFG,MLT,1.96,162
2019,AFG,MMR,1630.809,163
2019,AFG,MNE,.52,164
2019,AFG,MOZ,701.795,165
2019,AFG,MWI,.335,166
2019,AFG,MYS,131.928,167
2019,AFG,NAM,12.755,168
2019,AFG,NER,31.73,169
2019,AFG,NGA,215.153,170
2019,AFG,NIC,1.464,171
2019,AFG,NLD,4204.371,172
2019,AFG,NOR,188.64,173
2019,AFG,NPL,7.025,174
2019,AFG,NZL,65.548,175
2019,AFG,OMN,7.474,176
2019,AFG,PAK,607627.344,177
2019,AFG,PER,53.588,178
2019,AFG,PHL,91.52800000000001,179
2019,AFG,POL,1712.4,180
2019,AFG,PRT,17.207,181
2019,AFG,PYF,11.808,182
2019,AFG,QAT,52.122,183
2019,AFG,ROU,361.499,184
2019,AFG,RUS,5011.271,185
2019,AFG,SAU,12872.649,186
2019,AFG,SEN,670.724,187
2019,AFG,SGP,863.163,188
2019,AFG,SLV,13.109,189
2019,AFG,SOM,75.467,190
2019,AFG,SRB,4.93,191
2019,AFG,SVK,66.883,192
2019,AFG,SVN,4.795,193
2019,AFG,SWE,570.576,194
2019,AFG,SWZ,17.215,195
2019,AFG,SYC,143.572,196
2019,AFG,THA,1116.65,197
2019,AFG,TJK,2987.783,198
2019,AFG,TKL,.544,199
2019,AFG,TKM,1111.409,200
2019,AFG,TUN,135.91,201
2019,AFG,TUR,28888.763,202
2019,AFG,TWN,283.31,203
2019,AFG,UGA,.928,204
2019,AFG,UKR,155.785,205
2019,AFG,URY,15.063,206
2019,AFG,USA,35989.44,207
2019,AFG,UZB,3196.281,208
2019,AFG,VNM,438.216,209
2019,AFG,YEM,544.1510000000001,210
2019,AFG,ZAF,395.439,211
2019,AFG,ZMB,2.086,212
2019,AFG,ZWE,.158,213
2019,AGO,ALB,48.57,214
2019,AGO,AND,.047,215
2019,AGO,ARE,2418502.281,216
2019,AGO,ARG,444.534,217
2019,AGO,ARM,318.975,218
2019,AGO,ATG,30.752,219
2019,AGO,AUS,725.168,220
2019,AGO,AUT,115.14,221
2019,AGO,AZE,459.599,222
2019,AGO,BEL,386340.446,223
2019,AGO,BEN,9483.005000000001,224
2019,AGO,BFA,330.143,225
2019,AGO,BGD,1.323,226
2019,AGO,BGR,6784.461,227
2019,AGO,BHR,34.313,228
2019,AGO,BHS,9.698,229
2019,AGO,BIH,9.02,230
2019,AGO,BOL,49.31,231
2019,AGO,BRA,272994.031,232
2019,AGO,BRB,.023,233
2019,AGO,BRN,68757.45,234
2019,AGO,BWA,13936.91,235
2019,AGO,CAF,328.267,236
2019,AGO,CAN,39064.545,237
2019,AGO,CHE,17610.59,238
2019,AGO,CHL,180393.054,239
2019,AGO,CHN,21553911.338,240
2019,AGO,CIV,5756.046,241
2019,AGO,CMR,1400.113,242
2019,AGO,COD,142069.143,243
2019,AGO,COG,139538.312,244
2019,AGO,COL,152.447,245
2019,AGO,CPV,173.134,246
2019,AGO,CRI,.134,247
2019,AGO,CUB,1940.841,248
2019,AGO,CUW,34.949,249
2019,AGO,CYP,627.184,250
2019,AGO,CZE,494.621,251
2019,AGO,DEU,4781.081,252
2019,AGO,DJI,9.241,253
2019,AGO,DNK,489.891,254
2019,AGO,DOM,5.566,255
2019,AGO,DZA,145.492,256
2019,AGO,ECU,10.136,257
2019,AGO,EGY,526.52,258
2019,AGO,ERI,.8220000000000001,259
2019,AGO,ESP,1072469.14,260
2019,AGO,EST,88.395,261
2019,AGO,ETH,62.958,262
2019,AGO,FIN,949.4010000000001,263
2019,AGO,FRA,520775.621,264
2019,AGO,GAB,4067.732,265
2019,AGO,GBR,54716.145,266
2019,AGO,GEO,.888,267
2019,AGO,GHA,25929.995,268
2019,AGO,GIN,1783.011,269
2019,AGO,GMB,45.215,270
2019,AGO,GNB,74.441,271
2019,AGO,GNQ,1200.995,272
2019,AGO,GRC,17222.533,273
2019,AGO,GTM,8.172000000000001,274
2019,AGO,GUY,11.574,275
2019,AGO,HKG,44763.247,276
2019,AGO,HUN,456.98,277
2019,AGO,IDN,80500.75600000001,278
2019,AGO,IND,3485429.474,279
2019,AGO,IRL,5.391,280
2019,AGO,IRN,4.162,281
2019,AGO,IRQ,35.217,282
2019,AGO,ISL,.058,283
2019,AGO,ISR,189864.255,284
2019,AGO,ITA,546259.596,285
2019,AGO,JAM,2.5,286
2019,AGO,JPN,58907.606,287
2019,AGO,KAZ,25.353,288
2019,AGO,KEN,6590.057,289
2019,AGO,KHM,81.089,290
2019,AGO,KOR,77208.63800000001,291
2019,AGO,KWT,52258.855,292
2019,AGO,LBN,336.126,293
2019,AGO,LBR,80.78400000000001,294
2019,AGO,LBY,15.306,295
2019,AGO,LKA,153.231,296
2019,AGO,LSO,.07,297
2019,AGO,LTU,.094,298
2019,AGO,LUX,.146,299
2019,AGO,MAC,3.326,300
2019,AGO,MAR,8174.381,301
2019,AGO,MDG,.777,302
2019,AGO,MEX,299.269,303
2019,AGO,MHL,9.108000000000001,304
2019,AGO,MLI,35.456,305
2019,AGO,MLT,27.458,306
2019,AGO,MOZ,5695.002,307
2019,AGO,MRT,1547.129,308
2019,AGO,MUS,.497,309
2019,AGO,MWI,2113.729,310
2019,AGO,MYS,243364.853,311
2019,AGO,NAM,4171.148,312
2019,AGO,NGA,13978.996,313
2019,AGO,NLD,160736.396,314
2019,AGO,NOR,200181.906,315
2019,AGO,NZL,7.998,316
2019,AGO,OMN,80.702,317
2019,AGO,PAK,167.684,318
2019,AGO,PAN,24049.768,319
2019,AGO,PER,62170.804,320
2019,AGO,PHL,1387.664,321
2019,AGO,POL,238695.497,322
2019,AGO,PRK,.235,323
2019,AGO,PRT,1178534.505,324
2019,AGO,PRY,254.325,325
2019,AGO,PYF,3.059,326
2019,AGO,QAT,215.897,327
2019,AGO,ROU,35.717,328
2019,AGO,RUS,29614.184,329
2019,AGO,RWA,7.407,330
2019,AGO,SAU,632.224,331
2019,AGO,SDN,74.33500000000001,332
2019,AGO,SEN,2151.971,333
2019,AGO,SGP,290285.183,334
2019,AGO,SLE,1.677,335
2019,AGO,SMR,.985,336
2019,AGO,SOM,47.355,337
2019,AGO,STP,4427.052,338
2019,AGO,SVK,.084,339
2019,AGO,SVN,.259,340
2019,AGO,SWE,75628.57400000001,341
2019,AGO,SWZ,18.027,342
2019,AGO,TCA,1.312,343
2019,AGO,TCD,48.275,344
2019,AGO,TGO,22650.72,345
2019,AGO,THA,619170.9570000001,346
2019,AGO,TKM,6.294,347
2019,AGO,TLS,3.738,348
2019,AGO,TTO,135.714,349
2019,AGO,TUN,77.161,350
2019,AGO,TUR,2470.343,351
2019,AGO,TWN,179344.368,352
2019,AGO,TZA,120.035,353
2019,AGO,UGA,17.828,354
2019,AGO,UKR,312.986,355
2019,AGO,URY,409678.813,356
2019,AGO,USA,1018098.898,357
2019,AGO,UZB,.079,358
2019,AGO,VEN,153.076,359
2019,AGO,VNM,55756.254,360
2019,AGO,YEM,9.303000000000001,361
2019,AGO,ZAF,499437.447,362
2019,AGO,ZMB,397.033,363
2019,AGO,ZWE,2.765,364
2019,AIA,ARE,.014,365
2019,AIA,ARM,106.743,366
2019,AIA,ATG,31.922,367
2019,AIA,AUS,455.711,368
2019,AIA,AUT,19.415,369
2019,AIA,AZE,20.941,370
2019,AIA,BDI,.9360000000000001,371
2019,AIA,BEL,1.386,372
2019,AIA,BFA,6.526,373
2019,AIA,BHR,33.42,374
2019,AIA,BLR,2.495,375
2019,AIA,BMU,1634.915,376
2019,AIA,BRA,88.223,377
2019,AIA,BRB,1.941,378
2019,AIA,CAN,248.622,379
2019,AIA,CHL,25455.57,380
2019,AIA,CIV,4.646,381
2019,AIA,COD,1.147,382
2019,AIA,COL,20.535,383
2019,AIA,CRI,15.189,384
2019,AIA,CZE,67.111,385
2019,AIA,DEU,46.686,386
2019,AIA,DOM,.8130000000000001,387
2019,AIA,ETH,14.964,388
2019,AIA,FJI,1.662,389
2019,AIA,FRA,50.037,390
2019,AIA,GBR,1421.771,391
2019,AIA,GRC,.179,392
2019,AIA,GRD,58.978,393
2019,AIA,GUY,5.583,394
2019,AIA,HND,1.514,395
2019,AIA,HRV,.041,396
2019,AIA,IDN,217.382,397
2019,AIA,IND,28.874,398
2019,AIA,IRL,3.815,399
2019,AIA,ITA,10.505,400
2019,AIA,JPN,6.275,401
2019,AIA,KAZ,.6,402
2019,AIA,KGZ,38.7,403
2019,AIA,KOR,1.427,404
2019,AIA,LCA,3.828,405
2019,AIA,LKA,.301,406
2019,AIA,LUX,.067,407
2019,AIA,LVA,2.133,408
2019,AIA,MLI,3.051,409
2019,AIA,MLT,12214.898,410
2019,AIA,MOZ,2.934,411
2019,AIA,NGA,14.372,412
2019,AIA,NIC,.226,413
2019,AIA,NLD,4.582,414
2019,AIA,NOR,.217,415
2019,AIA,NZL,44.252,416
2019,AIA,PAK,1.796,417
2019,AIA,PER,8.999000000000001,418
2019,AIA,PHL,29.222,419
2019,AIA,POL,252.678,420
2019,AIA,PRT,.088,421
2019,AIA,PYF,.599,422
2019,AIA,RUS,.345,423
2019,AIA,RWA,.36,424
2019,AIA,SGP,35.664,425
2019,AIA,SLV,1.151,426
2019,AIA,SVK,74.503,427
2019,AIA,SWE,1653.326,428
2019,AIA,THA,1.795,429
2019,AIA,TJK,579.649,430
2019,AIA,TWN,55.306,431
2019,AIA,UKR,6.726,432
2019,AIA,URY,.393,433
2019,AIA,USA,1995.207,434
2019,AIA,VCT,.512,435
2019,AIA,ZAF,2.847,436
2019,AIA,ZMB,64.92400000000001,437
2019,ALB,AGO,70.438,438
2019,ALB,ARE,12468.257,439
2019,ALB,ARG,703.564,440
2019,ALB,ARM,1746.221,441
2019,ALB,ATG,.092,442
2019,ALB,AUS,5636.234,443
2019,ALB,AUT,36432.927,444
2019,ALB,AZE,863.191,445
2019,ALB,BEL,5771.14,446
2019,ALB,BEN,9.872,447
2019,ALB,BFA,64.21000000000001,448
2019,ALB,BGR,31598.898,449
2019,ALB,BHR,551.927,450
2019,ALB,BIH,20579.342,451
2019,ALB,BLR,846.407,452
2019,ALB,BMU,3.254,453
2019,ALB,BOL,64.032,454
2019,ALB,BRA,1552.465,455
2019,ALB,BRB,13.624,456
2019,ALB,BRN,1.771,457
2019,ALB,BWA,.01,458
2019,ALB,CAN,10595.683,459
2019,ALB,CHE,21366.473,460
2019,ALB,CHL,1019.524,461
2019,ALB,CHN,77829.516,462
2019,ALB,CIV,724.15,463
2019,ALB,COD,88.634,464
2019,ALB,COG,2.935,465
2019,ALB,COL,297.268,466
2019,ALB,CRI,122.527,467
2019,ALB,CYP,997.0160000000001,468
2019,ALB,CZE,55100.192,469
2019,ALB,DEU,164768.111,470
2019,ALB,DNK,1589.116,471
2019,ALB,DOM,784.249,472
2019,ALB,ECU,73.47500000000001,473
2019,ALB,EGY,2065.441,474
2019,ALB,ESP,216904.863,475
2019,ALB,EST,12500.015,476
2019,ALB,ETH,218.93,477
2019,ALB,FIN,2524.2,478
2019,ALB,FRA,94560.163,479
2019,ALB,GBR,7898.869000000001,480
2019,ALB,GEO,145.064,481
2019,ALB,GHA,34.215,482
2019,ALB,GMB,790.522,483
2019,ALB,GRC,159583.559,484
2019,ALB,GTM,.148,485
2019,ALB,HKG,1766.402,486
2019,ALB,HND,146.377,487
2019,ALB,HRV,9364.898000000001,488
2019,ALB,HUN,22126.192,489
2019,ALB,IDN,456.792,490
2019,ALB,IND,60506.16,491
2019,ALB,IRL,2033.451,492
2019,ALB,IRQ,824.45,493
2019,ALB,ISL,142.49,494
2019,ALB,ISR,3560.683,495
2019,ALB,ITA,1244613.34,496
2019,ALB,JOR,45.481,497
2019,ALB,JPN,18016.984,498
2019,ALB,KAZ,444.077,499
2019,ALB,KEN,9.816000000000001,500
2019,ALB,KGZ,20.141,501
2019,ALB,KHM,3.221,502
2019,ALB,KOR,3314.139,503
2019,ALB,KWT,2124.136,504
2019,ALB,LBN,1561.038,505
2019,ALB,LCA,.197,506
2019,ALB,LKA,185.681,507
2019,ALB,LTU,1114.415,508
2019,ALB,LUX,485.127,509
2019,ALB,LVA,560.484,510
2019,ALB,MAC,491.786,511
2019,ALB,MAR,1707.099,512
2019,ALB,MDA,427.382,513
2019,ALB,MDG,11.201,514
2019,ALB,MEX,1309.195,515
2019,ALB,MHL,651.819,516
2019,ALB,MKD,75558.307,517
2019,ALB,MLI,127.571,518
2019,ALB,MLT,10923.509,519
2019,ALB,MMR,116.476,520
2019,ALB,MNE,49156.771,521
2019,ALB,MNG,293.478,522
2019,ALB,MOZ,1299.969,523
2019,ALB,MRT,172.645,524
2019,ALB,MUS,562.428,525
2019,ALB,MYS,2733.523,526
2019,ALB,NER,32.807,527
2019,ALB,NGA,237.652,528
2019,ALB,NIC,61.691,529
2019,ALB,NLD,13486.534,530
2019,ALB,NOR,4605.744,531
2019,ALB,NPL,.014,532
2019,ALB,NZL,452.347,533
2019,ALB,PAK,253.809,534
2019,ALB,PER,813.5070000000001,535
2019,ALB,PHL,1219.6,536
2019,ALB,POL,27717.481,537
2019,ALB,PRT,896.6080000000001,538
2019,ALB,PRY,4.063,539
2019,ALB,PSE,71.724,540
2019,ALB,PYF,88.26900000000001,541
2019,ALB,QAT,341.282,542
2019,ALB,ROU,38628.573,543
2019,ALB,RUS,24097.245,544
2019,ALB,RWA,2.185,545
2019,ALB,SAU,4104.186,546
2019,ALB,SEN,4853.508,547
2019,ALB,SGP,944.083,548
2019,ALB,SLV,25.547,549
2019,ALB,SRB,112481.652,550
2019,ALB,STP,2.393,551
2019,ALB,SVK,6480.716,552
2019,ALB,SVN,13068.226,553
2019,ALB,SWE,23688.574,554
2019,ALB,SYC,3.555,555
2019,ALB,TGO,.851,556
2019,ALB,THA,648.851,557
2019,ALB,TJK,.277,558
2019,ALB,TUN,1095.339,559
2019,ALB,TUR,21985.033,560
2019,ALB,TWN,3396.716,561
2019,ALB,UGA,4.304,562
2019,ALB,UKR,2581.247,563
2019,ALB,URY,388.055,564
2019,ALB,USA,49903.175,565
2019,ALB,VCT,2.619,566
2019,ALB,ZAF,1346.59,567
2019,ALB,ZMB,22.473,568
2019,ALB,ZWE,.6910000000000001,569
2019,AND,AFG,118.353,570
2019,AND,AGO,271.329,571
2019,AND,ARE,407.074,572
2019,AND,ARG,2.819,573
2019,AND,ARM,25.492,574
2019,AND,ATG,1.114,575
2019,AND,AUT,201.23,576
2019,AND,BDI,40.089,577
2019,AND,BEL,174.095,578
2019,AND,BEN,.919,579
2019,AND,BFA,3.182,580
2019,AND,BGR,24.025,581
2019,AND,BIH,27.319,582
2019,AND,BLR,15.7,583
2019,AND,BOL,1.198,584
2019,AND,BRA,12.352,585
2019,AND,BRB,1.035,586
2019,AND,CAN,435.775,587
2019,AND,CHE,761.701,588
2019,AND,CHL,81.44500000000001,589
2019,AND,CHN,187.425,590
2019,AND,CIV,44.996,591
2019,AND,COD,110.73,592
2019,AND,COL,476.581,593
2019,AND,COM,13.435,594
2019,AND,CRI,6.405,595
2019,AND,CYP,2.466,596
2019,AND,CZE,191.629,597
2019,AND,DEU,1477.753,598
2019,AND,DNK,11.598,599
2019,AND,DOM,70.53400000000001,600
2019,AND,EGY,14.122,601
2019,AND,ESP,43929.162,602
2019,AND,EST,20.843,603
2019,AND,ETH,2330.529,604
2019,AND,FIN,1070.595,605
2019,AND,FRA,21460.457,606
2019,AND,GBR,591.736,607
2019,AND,GMB,2.115,608
2019,AND,GRC,110.459,609
2019,AND,GRD,53.309,610
2019,AND,GTM,153.601,611
2019,AND,GUY,106.098,612
2019,AND,HKG,17.957,613
2019,AND,HND,554.878,614
2019,AND,HRV,6.372,615
2019,AND,HUN,70.96600000000001,616
2019,AND,IDN,47.739,617
2019,AND,IND,34.448,618
2019,AND,IRL,458.151,619
2019,AND,ISL,37.571,620
2019,AND,ISR,1221.245,621
2019,AND,ITA,675.0840000000001,622
2019,AND,JPN,29.456,623
2019,AND,KOR,157.593,624
2019,AND,KWT,128.042,625
2019,AND,LAO,.9380000000000001,626
2019,AND,LBN,766.0500000000001,627
2019,AND,LCA,17.655,628
2019,AND,LKA,249.929,629
2019,AND,LTU,1.231,630
2019,AND,LUX,96.04300000000001,631
2019,AND,LVA,231.705,632
2019,AND,MAR,.769,633
2019,AND,MDA,74.916,634
2019,AND,MDG,20.31,635
2019,AND,MEX,57.655,636
2019,AND,MKD,1.12,637
2019,AND,MLI,74.75,638
2019,AND,MLT,34.404,639
2019,AND,MNE,71.91200000000001,640
2019,AND,MOZ,77.009,641
2019,AND,MRT,5293.732,642
2019,AND,MUS,.038,643
2019,AND,MWI,1.958,644
2019,AND,NAM,72.994,645
2019,AND,NER,50.51,646
2019,AND,NGA,761.9690000000001,647
2019,AND,NIC,5.062,648
2019,AND,NLD,4391.812,649
2019,AND,NOR,1610.523,650
2019,AND,NPL,2.903,651
2019,AND,NZL,101.68,652
2019,AND,PER,20.013,653
2019,AND,PHL,1430.307,654
2019,AND,POL,554.1370000000001,655
2019,AND,PRT,96.873,656
2019,AND,PSE,.054,657
2019,AND,PYF,3.852,658
2019,AND,QAT,95.536,659
2019,AND,ROU,170.334,660
2019,AND,RUS,36.91,661
2019,AND,RWA,6.453,662
2019,AND,SAU,2.99,663
2019,AND,SEN,45.036,664
2019,AND,SGP,741.737,665
2019,AND,SLV,3479.124,666
2019,AND,SRB,94.46000000000001,667
2019,AND,STP,1.471,668
2019,AND,SVK,252.399,669
2019,AND,SVN,56.57,670
2019,AND,SWE,111.503,671
2019,AND,SWZ,84.297,672
2019,AND,SYC,69.676,673
2019,AND,THA,365.855,674
2019,AND,TJK,51.98,675
2019,AND,TUN,46.139,676
2019,AND,TUR,40.594,677
2019,AND,TWN,31.155,678
2019,AND,UKR,1.3,679
2019,AND,URY,.143,680
2019,AND,USA,12182.359,681
2019,AND,UZB,40.859,682
2019,AND,ZAF,2356.789,683
2019,AND,ZMB,31.658,684
2019,ARE,ABW,10495.437,685
2019,ARE,AFG,1674584.844,686
2019,ARE,AGO,393705.477,687
2019,ARE,AIA,71.54900000000001,688
2019,ARE,ALB,12808.732,689
2019,ARE,AND,4.682,690
2019,ARE,ARG,211415.816,691
2019,ARE,ARM,207667.932,692
2019,ARE,ASM,322.861,693
2019,ARE,ATG,868.212,694
2019,ARE,AUS,1863667.625,695
2019,ARE,AUT,124445.696,696
2019,ARE,AZE,246067.106,697
2019,ARE,BDI,63520.537,698
2019,ARE,BEL,1550318.969,699
2019,ARE,BEN,186201.28,700
2019,ARE,BFA,76340.692,701
2019,ARE,BGD,1226091.906,702
2019,ARE,BGR,37510.21,703
2019,ARE,BHR,1374110.805,704
2019,ARE,BHS,2417.453,705
2019,ARE,BIH,12920.37,706
2019,ARE,BLR,57985.168,707
2019,ARE,BLZ,8904.003000000001,708
2019,ARE,BMU,2580.18,709
2019,ARE,BOL,7487.773,710
2019,ARE,BRA,644683.1090000001,711
2019,ARE,BRB,2771.483,712
2019,ARE,BRN,248440.418,713
2019,ARE,BTN,11881.85,714
2019,ARE,BWA,44780.682,715
2019,ARE,CAF,8079.939,716
2019,ARE,CAN,297576.973,717
2019,ARE,CCK,895.559,718
2019,ARE,CHE,15112384.828,719
2019,ARE,CHL,93148.30900000001,720
2019,ARE,CHN,15764466,721
2019,ARE,CIV,156340.068,722
2019,ARE,CMR,158105.316,723
2019,ARE,COD,320958.398,724
2019,ARE,COG,115231.743,725
2019,ARE,COK,84.28400000000001,726
2019,ARE,COL,185095.079,727
2019,ARE,COM,57264.311,728
2019,ARE,CPV,1791.75,729
2019,ARE,CRI,16086.086,730
2019,ARE,CUB,25422.573,731
2019,ARE,CUW,3089.646,732
2019,ARE,CYM,320.631,733
2019,ARE,CYP,54529.566,734
2019,ARE,CZE,142158.631,735
2019,ARE,DEU,1583117.277,736
2019,ARE,DJI,787853.625,737
2019,ARE,DMA,2349.095,738
2019,ARE,DNK,378541.43,739
2019,ARE,DOM,12285.976,740
2019,ARE,DZA,642711.211,741
2019,ARE,ECU,12759.67,742
2019,ARE,EGY,3790811.875,743
2019,ARE,ERI,91718.75,744
2019,ARE,ESP,592483.75,745
2019,ARE,EST,21010.35,746
2019,ARE,ETH,655294.867,747
2019,ARE,FIN,15497.723,748
2019,ARE,FJI,11086.516,749
2019,ARE,FRA,1812954.75,750
2019,ARE,FSM,158.145,751
2019,ARE,GAB,110376.047,752
2019,ARE,GBR,2137465.813,753
2019,ARE,GEO,170448.001,754
2019,ARE,GHA,399525.766,755
2019,ARE,GIB,29773.721,756
2019,ARE,GIN,224311.307,757
2019,ARE,GMB,43436.631,758
2019,ARE,GNB,5189.457,759
2019,ARE,GNQ,51712.487,760
2019,ARE,GRC,220755.864,761
2019,ARE,GRD,1166.842,762
2019,ARE,GRL,18.779,763
2019,ARE,GTM,13720.907,764
2019,ARE,GUM,809.2620000000001,765
2019,ARE,GUY,6917.169,766
2019,ARE,HKG,4897685.5,767
2019,ARE,HND,3129.227,768
2019,ARE,HRV,17393.565,769
2019,ARE,HTI,10499.105,770
2019,ARE,HUN,109611.124,771
2019,ARE,IDN,2171257.188,772
2019,ARE,IND,27223152,773
2019,ARE,IRL,102018.66,774
2019,ARE,IRN,7084010.141,775
2019,ARE,IRQ,13739787.5,776
2019,ARE,ISL,2903.324,777
2019,ARE,ITA,1116261,778
2019,ARE,JAM,5482.087,779
2019,ARE,JOR,1495228.979,780
2019,ARE,JPN,24353719.875,781
2019,ARE,KAZ,178451.171,782
2019,ARE,KEN,2239698.438,783
2019,ARE,KGZ,196607.27,784
2019,ARE,KHM,136388.226,785
2019,ARE,KIR,25.768,786
2019,ARE,KNA,112.45,787
2019,ARE,KOR,8432219.094000001,788
2019,ARE,KWT,3824791.844,789
2019,ARE,LAO,6758.904,790
2019,ARE,LBN,852161.188,791
2019,ARE,LBR,29599.954,792
2019,ARE,LBY,1354837.647,793
2019,ARE,LCA,240.317,794
2019,ARE,LKA,1591026.375,795
2019,ARE,LSO,1594.397,796
2019,ARE,LTU,24695.643,797
2019,ARE,LUX,65520.476,798
2019,ARE,LVA,19414.646,799
2019,ARE,MAC,1339.06,800
2019,ARE,MAR,994165.313,801
2019,ARE,MDA,8682.734,802
2019,ARE,MDG,367780.594,803
