year,iso3_o,iso3_d,tradeflow_baci,pair
2019,KHM,TON,33.18,15365
2019,KHM,TTO,227.316,15366
2019,KHM,TUN,823.417,15367
2019,KHM,TUR,78987.802,15368
2019,KHM,TWN,109551.733,15369
2019,KHM,TZA,951.12,15370
2019,KHM,UGA,3443.995,15371
2019,KHM,UKR,25560.385,15372
2019,KHM,URY,5245.577,15373
2019,KHM,USA,5924649.402,15374
2019,KHM,UZB,55.429,15375
2019,KHM,VCT,1.723,15376
2019,KHM,VEN,79.053,15377
2019,KHM,VNM,973919.625,15378
2019,KHM,WSM,41.465,15379
2019,KHM,ZAF,28862.119,15380
2019,KHM,ZMB,13.44,15381
2019,KHM,ZWE,25.505,15382
2019,KIR,ARE,98.5,15383
2019,KIR,AUS,165.178,15384
2019,KIR,AUT,9.263999999999999,15385
2019,KIR,BFA,2.424,15386
2019,KIR,BIH,.015,15387
2019,KIR,BRA,12.362,15388
2019,KIR,CAN,362.7,15389
2019,KIR,CHN,1793.321,15390
2019,KIR,CRI,.007,15391
2019,KIR,DEU,65.744,15392
2019,KIR,DOM,3.297,15393
2019,KIR,ECU,428.596,15394
2019,KIR,ESP,3.441,15395
2019,KIR,FJI,849.347,15396
2019,KIR,FRA,9.537000000000001,15397
2019,KIR,GHA,.54,15398
2019,KIR,IDN,970.749,15399
2019,KIR,IRL,11.346,15400
2019,KIR,JPN,7699.207,15401
2019,KIR,KOR,8401.049999999999,15402
2019,KIR,KWT,1.546,15403
2019,KIR,LKA,.005,15404
2019,KIR,MDA,.008,15405
2019,KIR,MNE,.283,15406
2019,KIR,MOZ,8.544,15407
2019,KIR,MYS,1681.758,15408
2019,KIR,NPL,9.588000000000001,15409
2019,KIR,NZL,4.942,15410
2019,KIR,PAK,7.071,15411
2019,KIR,PHL,14620.823,15412
2019,KIR,POL,.915,15413
2019,KIR,PRY,1.239,15414
2019,KIR,RUS,191.561,15415
2019,KIR,SGP,17.979,15416
2019,KIR,SRB,.054,15417
2019,KIR,SVK,.486,15418
2019,KIR,SWE,.105,15419
2019,KIR,THA,46002.215,15420
2019,KIR,TWN,90.215,15421
2019,KIR,UKR,.525,15422
2019,KIR,USA,2878.871,15423
2019,KIR,ZAF,.198,15424
2019,KNA,ARG,282.629,15425
2019,KNA,ATG,649.165,15426
2019,KNA,AUS,176.738,15427
2019,KNA,AUT,1.608,15428
2019,KNA,BDI,.076,15429
2019,KNA,BEL,20.195,15430
2019,KNA,BEN,.086,15431
2019,KNA,BHR,112.966,15432
2019,KNA,BIH,8.175000000000001,15433
2019,KNA,BLR,1.274,15434
2019,KNA,BLZ,446.096,15435
2019,KNA,BMU,3.832,15436
2019,KNA,BRA,534.124,15437
2019,KNA,BRB,16.977,15438
2019,KNA,CAN,2390.839,15439
2019,KNA,CHE,389.949,15440
2019,KNA,CHN,350.467,15441
2019,KNA,CIV,1.562,15442
2019,KNA,COD,3.021,15443
2019,KNA,COL,190.603,15444
2019,KNA,CRI,1.683,15445
2019,KNA,CZE,1012.058,15446
2019,KNA,DEU,4628.572,15447
2019,KNA,DNK,641.766,15448
2019,KNA,ECU,16.641,15449
2019,KNA,ESP,91.241,15450
2019,KNA,ETH,4.261,15451
2019,KNA,FIN,2.644,15452
2019,KNA,FRA,1259.738,15453
2019,KNA,GBR,453.061,15454
2019,KNA,GRD,137.314,15455
2019,KNA,HND,7.068000000000001,15456
2019,KNA,HRV,.025,15457
2019,KNA,IDN,1.497,15458
2019,KNA,IRL,1.915,15459
2019,KNA,ISR,14.968,15460
2019,KNA,ITA,2915.885,15461
2019,KNA,JAM,1.758,15462
2019,KNA,JPN,14.595,15463
2019,KNA,KGZ,.086,15464
2019,KNA,KOR,17.298,15465
2019,KNA,KWT,.428,15466
2019,KNA,LBN,.394,15467
2019,KNA,LCA,801.766,15468
2019,KNA,LUX,.141,15469
2019,KNA,MEX,112.296,15470
2019,KNA,MKD,.01,15471
2019,KNA,MNG,.081,15472
2019,KNA,MOZ,3.73,15473
2019,KNA,MWI,.325,15474
2019,KNA,NAM,1.322,15475
2019,KNA,NER,3.227,15476
2019,KNA,NLD,10.815,15477
2019,KNA,NOR,2.601,15478
2019,KNA,NZL,43.527,15479
2019,KNA,PAK,19.586,15480
2019,KNA,PER,4.8,15481
2019,KNA,POL,105.902,15482
2019,KNA,RUS,22.054,15483
2019,KNA,SGP,33.458,15484
2019,KNA,SLV,5.426,15485
2019,KNA,SRB,3.515,15486
2019,KNA,SVK,210.597,15487
2019,KNA,SVN,9.404,15488
2019,KNA,SWE,196.54,15489
2019,KNA,SYC,.218,15490
2019,KNA,THA,24.999,15491
2019,KNA,TUR,3.507,15492
2019,KNA,TWN,20.549,15493
2019,KNA,UKR,20.711,15494
2019,KNA,URY,21.204,15495
2019,KNA,USA,42261.764,15496
2019,KNA,VCT,946.6560000000001,15497
2019,KNA,YEM,1.089,15498
2019,KNA,ZAF,8.620000000000001,15499
2019,KNA,ZWE,.06,15500
2019,KOR,ABW,10382.165,15501
2019,KOR,AFG,64657.837,15502
2019,KOR,AGO,380096.969,15503
2019,KOR,AIA,817.274,15504
2019,KOR,ALB,21344.543,15505
2019,KOR,AND,1426.682,15506
2019,KOR,ARE,3678463.531,15507
2019,KOR,ARG,476414.104,15508
2019,KOR,ARM,28326.167,15509
2019,KOR,ASM,7892.227,15510
2019,KOR,ATG,6075.154,15511
2019,KOR,AUS,8217543.25,15512
2019,KOR,AUT,889013.014,15513
2019,KOR,AZE,111156.593,15514
2019,KOR,BDI,1578.467,15515
2019,KOR,BEL,2640946,15516
2019,KOR,BEN,38043.688,15517
2019,KOR,BFA,51569.51,15518
2019,KOR,BGD,1282292.188,15519
2019,KOR,BGR,183340.526,15520
2019,KOR,BHR,291735.314,15521
2019,KOR,BHS,2793628.293,15522
2019,KOR,BIH,36056.766,15523
2019,KOR,BLR,104190.928,15524
2019,KOR,BLZ,7138.611,15525
2019,KOR,BMU,219677,15526
2019,KOR,BOL,61256.441,15527
2019,KOR,BRA,5156628.723,15528
2019,KOR,BRB,13108.796,15529
2019,KOR,BRN,83668.296,15530
2019,KOR,BTN,2018.742,15531
2019,KOR,BWA,5564.651,15532
2019,KOR,CAF,371.091,15533
2019,KOR,CAN,6050450.781,15534
2019,KOR,CHE,777219.8640000001,15535
2019,KOR,CHL,1356322.672,15536
2019,KOR,CHN,135253580,15537
2019,KOR,CIV,149727.971,15538
2019,KOR,CMR,22801.409,15539
2019,KOR,COD,50596.446,15540
2019,KOR,COG,25838.794,15541
2019,KOR,COK,37.772,15542
2019,KOR,COL,743629.639,15543
2019,KOR,COM,542.037,15544
2019,KOR,CPV,6981.538,15545
2019,KOR,CRI,149949.783,15546
2019,KOR,CUB,42154.872,15547
2019,KOR,CUW,9886.169,15548
2019,KOR,CYM,105836.633,15549
2019,KOR,CYP,365777.399,15550
2019,KOR,CZE,2657450.077,15551
2019,KOR,DEU,9974081.195,15552
2019,KOR,DJI,36170.974,15553
2019,KOR,DMA,4703.184,15554
2019,KOR,DNK,574296.928,15555
2019,KOR,DOM,292216.631,15556
2019,KOR,DZA,700914.398,15557
2019,KOR,ECU,510121.57,15558
2019,KOR,EGY,1778178.766,15559
2019,KOR,ERI,758.471,15560
2019,KOR,ESP,3145342.559,15561
2019,KOR,EST,115086.721,15562
2019,KOR,ETH,136002.262,15563
2019,KOR,FIN,519711.788,15564
2019,KOR,FJI,235056.605,15565
2019,KOR,FLK,12.142,15566
2019,KOR,FRA,3837399.969,15567
2019,KOR,FSM,6757.617,15568
2019,KOR,GAB,10871.56,15569
2019,KOR,GBR,5637473.906,15570
2019,KOR,GEO,91821.00999999999,15571
2019,KOR,GHA,214331.512,15572
2019,KOR,GIB,121298.01,15573
2019,KOR,GIN,27439.235,15574
2019,KOR,GMB,2680.183,15575
2019,KOR,GNB,417.424,15576
2019,KOR,GNQ,682.814,15577
2019,KOR,GRC,1259247.335,15578
2019,KOR,GRD,2758.937,15579
2019,KOR,GRL,5.966,15580
2019,KOR,GTM,265519.626,15581
2019,KOR,GUM,188066.594,15582
2019,KOR,GUY,24311.949,15583
2019,KOR,HKG,31540011.875,15584
2019,KOR,HND,139016.884,15585
2019,KOR,HRV,243820.136,15586
2019,KOR,HTI,60148.657,15587
2019,KOR,HUN,2622670.877,15588
2019,KOR,IDN,7809711,15589
2019,KOR,IND,15289653.563,15590
2019,KOR,IRL,816403.356,15591
2019,KOR,IRN,281987.57,15592
2019,KOR,IRQ,1945068.365,15593
2019,KOR,ISL,111035.255,15594
2019,KOR,ISR,1562632.242,15595
2019,KOR,ITA,3991293.695,15596
2019,KOR,JAM,43294.041,15597
2019,KOR,JOR,541098.322,15598
2019,KOR,JPN,28372270.5,15599
2019,KOR,KAZ,1832503.226,15600
2019,KOR,KEN,167897.688,15601
2019,KOR,KGZ,103644.853,15602
2019,KOR,KHM,722804.0820000001,15603
2019,KOR,KIR,10517.727,15604
2019,KOR,KNA,1020.024,15605
2019,KOR,KWT,991807.167,15606
2019,KOR,LAO,96408.807,15607
2019,KOR,LBN,162405.894,15608
2019,KOR,LBR,1714132.315,15609
2019,KOR,LBY,631886.593,15610
2019,KOR,LCA,4093.512,15611
2019,KOR,LKA,273535.773,15612
2019,KOR,LSO,289.375,15613
2019,KOR,LTU,345158.409,15614
2019,KOR,LUX,84294.433,15615
2019,KOR,LVA,55677.287,15616
2019,KOR,MAC,53287.061,15617
2019,KOR,MAR,419172.752,15618
2019,KOR,MDA,31203.357,15619
2019,KOR,MDG,33187.874,15620
2019,KOR,MDV,9659.17,15621
2019,KOR,MEX,14320119.125,15622
2019,KOR,MHL,3443457.158,15623
2019,KOR,MKD,26027.301,15624
2019,KOR,MLI,28107.555,15625
2019,KOR,MLT,715397.063,15626
2019,KOR,MMR,701528.272,15627
2019,KOR,MNE,9447.929,15628
2019,KOR,MNG,292475.918,15629
2019,KOR,MNP,15794.14,15630
2019,KOR,MOZ,62292.287,15631
2019,KOR,MRT,12249.167,15632
2019,KOR,MSR,45.272,15633
2019,KOR,MUS,83383.751,15634
2019,KOR,MWI,12287.001,15635
2019,KOR,MYS,9073619.25,15636
2019,KOR,NAM,6736.617,15637
2019,KOR,NCL,50203.094,15638
2019,KOR,NER,11488.976,15639
2019,KOR,NFK,5.100000000000001,15640
2019,KOR,NGA,844110.6560000001,15641
2019,KOR,NIC,93541.33,15642
2019,KOR,NLD,4253732.875,15643
2019,KOR,NOR,1925541.102,15644
2019,KOR,NPL,72778.231,15645
2019,KOR,NRU,3159.696,15646
2019,KOR,NZL,1526649.125,15647
2019,KOR,OMN,643206.6460000001,15648
2019,KOR,PAK,897889.242,15649
2019,KOR,PAN,1713320.577,15650
2019,KOR,PER,876146.273,15651
2019,KOR,PHL,8926474.75,15652
2019,KOR,PLW,19091.747,15653
2019,KOR,PNG,48133.468,15654
2019,KOR,POL,5462128.123,15655
2019,KOR,PRT,588915.564,15656
2019,KOR,PRY,156217.39,15657
2019,KOR,PSE,74061.37700000001,15658
2019,KOR,PYF,130982.041,15659
2019,KOR,QAT,411098.704,15660
2019,KOR,ROU,574143.1240000001,15661
2019,KOR,RUS,8123725.594000001,15662
2019,KOR,RWA,18638.23,15663
2019,KOR,SAU,3962158.363,15664
2019,KOR,SDN,142387.751,15665
2019,KOR,SEN,97589.79400000001,15666
2019,KOR,SGP,13544552.5,15667
2019,KOR,SHN,89.79900000000001,15668
2019,KOR,SLB,49485.522,15669
2019,KOR,SLE,8544.067999999999,15670
2019,KOR,SLV,255752.118,15671
2019,KOR,SMR,69.038,15672
2019,KOR,SOM,26710.008,15673
2019,KOR,SRB,182674.336,15674
2019,KOR,SSD,414.229,15675
2019,KOR,STP,885.604,15676
2019,KOR,SUR,18064.95,15677
2019,KOR,SVK,2735550.161,15678
2019,KOR,SVN,1736829.783,15679
2019,KOR,SWE,1169450.7,15680
2019,KOR,SWZ,3717.306,15681
2019,KOR,SXM,35.37,15682
2019,KOR,SYC,21895.904,15683
2019,KOR,SYR,142162.566,15684
2019,KOR,TCA,788.499,15685
2019,KOR,TCD,1636.593,15686
2019,KOR,TGO,1299542.736,15687
2019,KOR,THA,8068366.094000001,15688
2019,KOR,TJK,37415.532,15689
2019,KOR,TKL,34.789,15690
2019,KOR,TKM,13105.852,15691
2019,KOR,TLS,3048.632,15692
2019,KOR,TON,3284.553,15693
2019,KOR,TTO,85668.167,15694
2019,KOR,TUN,215656.133,15695
2019,KOR,TUR,5763477.83,15696
2019,KOR,TUV,277.391,15697
2019,KOR,TWN,16162997.75,15698
2019,KOR,TZA,137993.426,15699
2019,KOR,UGA,38797.41,15700
2019,KOR,UKR,418453.467,15701
2019,KOR,URY,145500.556,15702
2019,KOR,USA,74727449.5,15703
2019,KOR,UZB,2493846.582,15704
2019,KOR,VCT,1953.865,15705
2019,KOR,VEN,22184.187,15706
2019,KOR,VGB,1326.543,15707
2019,KOR,VNM,47327204,15708
2019,KOR,VUT,6969.532,15709
2019,KOR,WLF,132.998,15710
2019,KOR,WSM,41088.298,15711
2019,KOR,YEM,169184.742,15712
2019,KOR,ZAF,880344.297,15713
2019,KOR,ZMB,28811.357,15714
2019,KOR,ZWE,16389.691,15715
2019,KWT,AFG,56.193,15716
2019,KWT,AGO,6813.67,15717
2019,KWT,ALB,151.108,15718
2019,KWT,ARE,2156990,15719
2019,KWT,ARG,557.479,15720
2019,KWT,ARM,313.134,15721
2019,KWT,AUS,21093.844,15722
2019,KWT,AUT,3434.351,15723
2019,KWT,AZE,3196.754,15724
2019,KWT,BDI,3.734,15725
2019,KWT,BEL,24032.85,15726
2019,KWT,BEN,790.62,15727
2019,KWT,BFA,138.5,15728
2019,KWT,BGD,4249.283,15729
2019,KWT,BGR,3660.953,15730
2019,KWT,BHR,103458.063,15731
2019,KWT,BIH,781.564,15732
2019,KWT,BLR,258.846,15733
2019,KWT,BOL,32.266,15734
2019,KWT,BRA,93921.56200000001,15735
2019,KWT,BRB,.729,15736
2019,KWT,BRN,608.947,15737
2019,KWT,BWA,13.647,15738
2019,KWT,CAN,17979.296,15739
2019,KWT,CHE,64900.397,15740
2019,KWT,CHL,722.148,15741
2019,KWT,CHN,12110320.5,15742
2019,KWT,CIV,3526.592,15743
2019,KWT,CMR,2744.596,15744
2019,KWT,COD,320.857,15745
2019,KWT,COG,217.741,15746
2019,KWT,COL,1440.372,15747
2019,KWT,COM,85.90600000000001,15748
2019,KWT,CUB,9.92,15749
2019,KWT,CYP,1815.859,15750
2019,KWT,CZE,1536.515,15751
2019,KWT,DEU,77734.27100000001,15752
2019,KWT,DJI,1659.752,15753
2019,KWT,DNK,32703.655,15754
2019,KWT,DOM,.6920000000000001,15755
2019,KWT,DZA,14055.173,15756
2019,KWT,ECU,102.603,15757
2019,KWT,EGY,1938259.008,15758
2019,KWT,ERI,8.266999999999999,15759
2019,KWT,ESP,66010.739,15760
2019,KWT,EST,58.878,15761
2019,KWT,ETH,1716011.175,15762
2019,KWT,FIN,395.827,15763
2019,KWT,FJI,11.605,15764
2019,KWT,FRA,220918.281,15765
2019,KWT,GBR,744399.547,15766
2019,KWT,GEO,392.344,15767
2019,KWT,GHA,10951.414,15768
2019,KWT,GIN,1812.991,15769
2019,KWT,GMB,20.41,15770
2019,KWT,GRC,2153.007,15771
2019,KWT,GRD,.102,15772
2019,KWT,GUY,121.596,15773
2019,KWT,HKG,65487.623,15774
2019,KWT,HND,30.768,15775
2019,KWT,HRV,178.832,15776
2019,KWT,HUN,1768.824,15777
2019,KWT,IDN,290670.805,15778
2019,KWT,IND,9045937,15779
2019,KWT,IRL,1171.19,15780
2019,KWT,IRN,48373.22,15781
2019,KWT,IRQ,803451.085,15782
2019,KWT,ISL,.462,15783
2019,KWT,ITA,61285.418,15784
2019,KWT,JAM,54.307,15785
2019,KWT,JOR,110936.543,15786
2019,KWT,JPN,6141515.77,15787
2019,KWT,KAZ,723.263,15788
2019,KWT,KEN,3683.841,15789
2019,KWT,KGZ,3.024,15790
2019,KWT,KHM,1426.34,15791
2019,KWT,KOR,9618666.238,15792
2019,KWT,LAO,4.634,15793
2019,KWT,LBN,585847.973,15794
2019,KWT,LBR,122.302,15795
2019,KWT,LBY,1526.035,15796
2019,KWT,LKA,20387.926,15797
2019,KWT,LSO,21.572,15798
2019,KWT,LTU,2977.618,15799
2019,KWT,LUX,26.533,15800
2019,KWT,LVA,5285.755,15801
2019,KWT,MAR,21929.379,15802
2019,KWT,MDA,31.707,15803
2019,KWT,MDG,24175.143,15804
2019,KWT,MDV,75.188,15805
2019,KWT,MEX,233.142,15806
2019,KWT,MKD,188.443,15807
2019,KWT,MLI,34.644,15808
2019,KWT,MLT,285.33,15809
2019,KWT,MMR,3689.737,15810
2019,KWT,MNE,1.203,15811
2019,KWT,MNG,8.750999999999999,15812
2019,KWT,MOZ,2842.693,15813
2019,KWT,MRT,450.211,15814
2019,KWT,MUS,1163.466,15815
2019,KWT,MWI,78424.803,15816
2019,KWT,MYS,149301.539,15817
2019,KWT,NER,396.867,15818
2019,KWT,NGA,27014.716,15819
2019,KWT,NIC,11.539,15820
2019,KWT,NLD,1740991.867,15821
2019,KWT,NOR,3277.745,15822
2019,KWT,NPL,950.6950000000001,15823
2019,KWT,NZL,3786.543,15824
2019,KWT,OMN,203311.75,15825
2019,KWT,PAK,785695.813,15826
2019,KWT,PAN,5.843,15827
2019,KWT,PER,319.668,15828
2019,KWT,PHL,707001.191,15829
2019,KWT,POL,5444.713,15830
2019,KWT,PRT,41985.34,15831
2019,KWT,PSE,968.0790000000001,15832
2019,KWT,QAT,414063.98,15833
2019,KWT,ROU,2725.206,15834
2019,KWT,RUS,5075.488,15835
2019,KWT,RWA,1.062,15836
2019,KWT,SAU,844627.617,15837
2019,KWT,SDN,12423.544,15838
2019,KWT,SEN,2231.283,15839
2019,KWT,SGP,1967040.82,15840
2019,KWT,SLE,43.16,15841
2019,KWT,SLV,129.276,15842
2019,KWT,SOM,132.796,15843
2019,KWT,SRB,246.48,15844
2019,KWT,SUR,34.963,15845
2019,KWT,SVK,1012.767,15846
2019,KWT,SVN,3844.439,15847
2019,KWT,SWE,42147.334,15848
2019,KWT,SWZ,25.762,15849
2019,KWT,SYC,41.716,15850
2019,KWT,SYR,2810.001,15851
2019,KWT,TCD,18.931,15852
2019,KWT,TGO,1727.813,15853
2019,KWT,THA,760702.009,15854
2019,KWT,TJK,23.166,15855
2019,KWT,TTO,106.287,15856
2019,KWT,TUN,14384.876,15857
2019,KWT,TUR,146526.402,15858
2019,KWT,TWN,3847510.75,15859
2019,KWT,TZA,1323.755,15860
2019,KWT,UGA,1093.094,15861
2019,KWT,UKR,8143.925,15862
2019,KWT,URY,1.044,15863
2019,KWT,USA,1163107.43,15864
2019,KWT,UZB,202.098,15865
2019,KWT,VEN,193.564,15866
2019,KWT,VNM,3258303.781,15867
2019,KWT,YEM,11975.387,15868
2019,KWT,ZAF,51952.533,15869
2019,KWT,ZMB,133006.82,15870
2019,KWT,ZWE,3.546,15871
2019,LAO,AFG,5.493,15872
2019,LAO,AGO,120.224,15873
2019,LAO,ARE,17309.767,15874
2019,LAO,ARG,708.912,15875
2019,LAO,ARM,24.761,15876
2019,LAO,ATG,6.224,15877
2019,LAO,AUS,20591.84,15878
2019,LAO,AUT,6430.528,15879
2019,LAO,AZE,198.725,15880
2019,LAO,BEL,34552.733,15881
2019,LAO,BEN,6.321,15882
2019,LAO,BFA,11.939,15883
2019,LAO,BGR,104.625,15884
2019,LAO,BHR,210.744,15885
2019,LAO,BHS,.38,15886
2019,LAO,BIH,48.404,15887
2019,LAO,BLR,23.1,15888
2019,LAO,BLZ,84.127,15889
2019,LAO,BMU,38.361,15890
2019,LAO,BOL,26.446,15891
2019,LAO,BRA,1668.787,15892
2019,LAO,BRB,9.363,15893
2019,LAO,BRN,2.698,15894
2019,LAO,BWA,1.719,15895
2019,LAO,CAF,6.038,15896
2019,LAO,CAN,35417.576,15897
2019,LAO,CHE,114937.901,15898
2019,LAO,CHL,135.326,15899
2019,LAO,CHN,2103595,15900
2019,LAO,CIV,45.117,15901
2019,LAO,CMR,2.5,15902
2019,LAO,COG,14.829,15903
2019,LAO,COL,3137.717,15904
2019,LAO,CRI,75.173,15905
2019,LAO,CUW,720,15906
2019,LAO,CZE,19677.579,15907
2019,LAO,DEU,134364.798,15908
2019,LAO,DNK,25324.437,15909
2019,LAO,ECU,164.478,15910
2019,LAO,EGY,58.182,15911
2019,LAO,ESP,5450.167,15912
2019,LAO,EST,289.559,15913
2019,LAO,FIN,1644.552,15914
2019,LAO,FLK,1.74,15915
2019,LAO,FRA,26505.763,15916
2019,LAO,GBR,28212.983,15917
2019,LAO,GIB,147.84,15918
2019,LAO,GIN,.9400000000000001,15919
2019,LAO,GRC,357.855,15920
2019,LAO,GTM,59.92,15921
2019,LAO,HKG,63212.722,15922
2019,LAO,HND,57.305,15923
2019,LAO,HRV,13883.746,15924
2019,LAO,HUN,80.286,15925
2019,LAO,IDN,28553.525,15926
2019,LAO,IND,92210.504,15927
2019,LAO,IRL,669.1950000000001,15928
2019,LAO,ISL,231.446,15929
2019,LAO,ISR,417.227,15930
2019,LAO,ITA,42716.392,15931
2019,LAO,JOR,19.211,15932
2019,LAO,JPN,164347.592,15933
2019,LAO,KAZ,935.033,15934
2019,LAO,KEN,4.856,15935
2019,LAO,KGZ,7.547000000000001,15936
2019,LAO,KHM,19376.497,15937
2019,LAO,KOR,36546.877,15938
2019,LAO,KWT,3778.57,15939
2019,LAO,LBN,191.157,15940
2019,LAO,LKA,54.112,15941
2019,LAO,LTU,.109,15942
2019,LAO,LUX,61.186,15943
2019,LAO,LVA,.5620000000000001,15944
2019,LAO,MAC,744.351,15945
2019,LAO,MAR,317.606,15946
2019,LAO,MDA,124.062,15947
2019,LAO,MDG,698.395,15948
2019,LAO,MDV,435.781,15949
2019,LAO,MEX,58417.762,15950
2019,LAO,MKD,29.335,15951
2019,LAO,MLI,98.59,15952
2019,LAO,MLT,10.845,15953
2019,LAO,MMR,2895.255,15954
2019,LAO,MNE,35.705,15955
2019,LAO,MNG,312.865,15956
2019,LAO,MOZ,41.282,15957
2019,LAO,MRT,.63,15958
2019,LAO,MUS,416.47,15959
2019,LAO,MYS,19602.118,15960
2019,LAO,NAM,7222.85,15961
2019,LAO,NGA,14.839,15962
2019,LAO,NIC,4.416,15963
2019,LAO,NLD,16975.28,15964
2019,LAO,NOR,2316.058,15965
2019,LAO,NPL,24.429,15966
2019,LAO,NZL,2230.921,15967
2019,LAO,OMN,28.032,15968
2019,LAO,PAK,22.639,15969
2019,LAO,PAN,447.694,15970
2019,LAO,PER,327.735,15971
2019,LAO,PHL,6288.735000000001,15972
2019,LAO,PNG,94.07000000000001,15973
2019,LAO,POL,15209.251,15974
2019,LAO,PRK,32.65,15975
2019,LAO,PRT,3916.656,15976
2019,LAO,PRY,1.01,15977
2019,LAO,PYF,12.512,15978
2019,LAO,QAT,133.483,15979
2019,LAO,ROU,64.06100000000001,15980
2019,LAO,RUS,13975.625,15981
2019,LAO,RWA,.656,15982
2019,LAO,SAU,6622.621,15983
2019,LAO,SDN,805.5260000000001,15984
2019,LAO,SGP,13717.114,15985
2019,LAO,SLV,36.727,15986
2019,LAO,SRB,773.432,15987
2019,LAO,SVK,405.509,15988
2019,LAO,SVN,1004.262,15989
2019,LAO,SWE,30071.476,15990
2019,LAO,SWZ,2170.333,15991
2019,LAO,SYC,8.039,15992
2019,LAO,TGO,8.838000000000001,15993
2019,LAO,THA,2415865,15994
2019,LAO,TTO,35.032,15995
2019,LAO,TUN,29.696,15996
2019,LAO,TUR,7299.085,15997
2019,LAO,TWN,13211.963,15998
2019,LAO,TZA,6.390000000000001,15999
2019,LAO,UGA,21.668,16000
2019,LAO,UKR,679.811,16001
2019,LAO,URY,781.564,16002
2019,LAO,USA,148856.535,16003
2019,LAO,VCT,.427,16004
2019,LAO,VNM,1086585.594,16005
2019,LAO,YEM,320.361,16006
2019,LAO,ZAF,1624.824,16007
2019,LAO,ZMB,.141,16008
2019,LBN,ABW,100.667,16009
2019,LBN,AFG,3240.682,16010
2019,LBN,AGO,22327.065,16011
2019,LBN,AIA,497.843,16012
2019,LBN,ALB,18.127,16013
2019,LBN,AND,7.577,16014
2019,LBN,ARE,448854.203,16015
2019,LBN,ARG,361.619,16016
2019,LBN,ARM,2070.176,16017
2019,LBN,ASM,89.825,16018
2019,LBN,ATG,23.258,16019
2019,LBN,AUS,18963.587,16020
2019,LBN,AUT,2070.212,16021
2019,LBN,AZE,4653.725,16022
2019,LBN,BDI,25.355,16023
2019,LBN,BEL,22109.772,16024
2019,LBN,BEN,11518.328,16025
2019,LBN,BFA,5793.455,16026
2019,LBN,BGD,33890.892,16027
2019,LBN,BGR,23262.82,16028
2019,LBN,BHR,20429.274,16029
2019,LBN,BHS,17.241,16030
2019,LBN,BIH,55.983,16031
2019,LBN,BLR,15403.886,16032
2019,LBN,BLZ,22.219,16033
2019,LBN,BMU,233.951,16034
2019,LBN,BOL,33.242,16035
2019,LBN,BRA,10291.767,16036
2019,LBN,BRB,1.059,16037
2019,LBN,BRN,159.885,16038
2019,LBN,BWA,.764,16039
2019,LBN,CAF,3097.139,16040
2019,LBN,CAN,28714.13,16041
2019,LBN,CHE,1082236.423,16042
2019,LBN,CHL,486.821,16043
2019,LBN,CHN,26747.951,16044
2019,LBN,CIV,37526.679,16045
2019,LBN,CMR,8715.335000000001,16046
2019,LBN,COD,10718.161,16047
2019,LBN,COG,38222.045,16048
2019,LBN,COL,1870.969,16049
2019,LBN,COM,299.085,16050
2019,LBN,CPV,315.71,16051
2019,LBN,CRI,65.2,16052
2019,LBN,CUB,30.96,16053
2019,LBN,CXR,11.6,16054
2019,LBN,CYP,24698.165,16055
2019,LBN,CZE,1714.851,16056
2019,LBN,DEU,53717.813,16057
2019,LBN,DJI,1096.049,16058
2019,LBN,DMA,88.10300000000001,16059
2019,LBN,DNK,2205.127,16060
2019,LBN,DOM,149.748,16061
2019,LBN,DZA,31109.55,16062
2019,LBN,ECU,557.3290000000001,16063
2019,LBN,EGY,134597.285,16064
2019,LBN,ESP,45406.874,16065
2019,LBN,EST,109.952,16066
2019,LBN,ETH,1610.741,16067
2019,LBN,FIN,1430.17,16068
2019,LBN,FJI,83.64,16069
2019,LBN,FRA,74723.269,16070
2019,LBN,FSM,32,16071
2019,LBN,GAB,9812.811,16072
2019,LBN,GBR,47209.276,16073
2019,LBN,GEO,18442.79,16074
2019,LBN,GHA,25121.156,16075
2019,LBN,GIN,15043.029,16076
2019,LBN,GMB,6187.73,16077
2019,LBN,GNB,119.94,16078
2019,LBN,GNQ,1578.088,16079
2019,LBN,GRC,99025.389,16080
2019,LBN,GRD,.12,16081
2019,LBN,GTM,.375,16082
2019,LBN,GUY,50.312,16083
2019,LBN,HKG,51231.77,16084
2019,LBN,HND,39.977,16085
2019,LBN,HRV,74.113,16086
2019,LBN,HUN,1625.355,16087
2019,LBN,IDN,2314.496,16088
2019,LBN,IND,18711.356,16089
2019,LBN,IRL,4133.6,16090
2019,LBN,IRN,1865.97,16091
2019,LBN,IRQ,146191.98,16092
2019,LBN,ISL,403.928,16093
2019,LBN,ITA,39007.121,16094
2019,LBN,JAM,258.39,16095
2019,LBN,JOR,101998.852,16096
2019,LBN,JPN,7157.335,16097
2019,LBN,KAZ,213.46,16098
2019,LBN,KEN,4281.212,16099
2019,LBN,KGZ,2.738,16100
2019,LBN,KHM,11.84,16101
2019,LBN,KOR,459864.777,16102
2019,LBN,KWT,118436.48,16103
2019,LBN,LBR,14974.429,16104
2019,LBN,LBY,16705.851,16105
2019,LBN,LKA,380.513,16106
2019,LBN,LTU,910.652,16107
2019,LBN,LUX,530.917,16108
2019,LBN,LVA,465.928,16109
2019,LBN,MAC,67.38,16110
